C259	1;17100000;17105000	1;234940000;234945000
C260	1;17200000;17205000	1;234915000;234920000
C261	1;17220000;17230000	1;149220000;149230000
C262	1;17220000;17230000	1;45270000;45280000
C263	1;17230000;17240000	1;144520000;144530000
C264	1;17230000;17240000	1;144530000;144540000
C265	1;17230000;17240000	1;149210000;149220000
C266	1;17260000;17270000	1;234910000;234920000
C267	1;17275000;17280000	1;17370000;17375000
C268	1;17280000;17290000	1;17370000;17380000
C269	1;17285000;17290000	1;17375000;17380000
C270	1;17380000;17390000	1;17560000;17570000
C271	1;17380000;17390000	1;17730000;17740000
C272	1;17380000;17390000	1;17660000;17670000
C273	1;17385000;17390000	1;17560000;17565000
C274	1;17385000;17390000	1;17660000;17665000
C275	1;17385000;17390000	1;17730000;17735000
C276	1;17450000;17455000	1;17560000;17565000
C277	1;17450000;17455000	1;17730000;17735000
C278	1;17450000;17455000	1;17660000;17665000
C279	1;17455000;17460000	1;17730000;17735000
C280	1;17490000;17500000	1;234910000;234920000
C281	1;17560000;17570000	1;234910000;234920000
C282	1;17750000;17755000	1;17810000;17815000
C283	1;17820000;17830000	1;17930000;17940000
C284	1;17820000;17830000	1;18420000;18430000
C285	1;17825000;17830000	1;17930000;17935000
C286	1;17970000;17980000	1;18420000;18430000
C287	1;17980000;17990000	1;18150000;18160000
C288	1;17980000;17990000	1;18900000;18910000
C289	1;18240000;18250000	1;18420000;18430000
C290	1;18915000;18920000	1;19145000;19150000
C291	1;18920000;18925000	1;19145000;19150000
C292	1;18925000;18930000	1;19145000;19150000
C293	1;19230000;19240000	1;19390000;19400000
C294	1;19230000;19235000	1;19420000;19425000
C295	1;19230000;19240000	1;19420000;19430000
C296	1;19660000;19670000	1;19980000;19990000
C297	1;19665000;19670000	1;19985000;19990000
C298	1;19710000;19720000	1;19970000;19980000
C299	1;19715000;19720000	1;19975000;19980000
C300	1;19810000;19820000	1;19970000;19980000
C301	1;20230000;20240000	1;20820000;20830000
C302	1;20240000;20250000	1;20480000;20490000
C303	1;20240000;20250000	1;20820000;20830000
C304	1;20240000;20250000	1;20470000;20480000
C305	1;20240000;20245000	1;20475000;20480000
C306	1;20420000;20430000	1;20520000;20530000
C307	1;20535000;20540000	1;20820000;20825000
C308	1;20535000;20540000	1;20815000;20820000
C309	1;20540000;20550000	1;20820000;20830000
C310	1;20540000;20545000	1;20820000;20825000
C311	1;20685000;20690000	1;20820000;20825000
C312	1;20845000;20850000	1;20960000;20965000
C313	1;20845000;20850000	1;20965000;20970000
C314	1;21020000;21030000	1;21510000;21520000
C315	1;21020000;21030000	1;21520000;21530000
C316	1;21020000;21030000	1;21530000;21540000
C317	1;21020000;21025000	1;21515000;21520000
C318	1;21065000;21070000	1;21105000;21110000
C319	1;21090000;21100000	1;21180000;21190000
C320	1;21300000;21310000	1;21520000;21530000
C321	1;21310000;21320000	1;21500000;21510000
C322	1;21550000;21560000	1;21690000;21700000
C323	1;21550000;21560000	1;21980000;21990000
C324	1;21555000;21560000	1;21695000;21700000
C325	1;21580000;21585000	1;21690000;21695000
C326	1;21690000;21700000	1;21890000;21900000
C327	1;21695000;21700000	1;21985000;21990000
C328	1;21750000;21755000	1;21805000;21810000
C329	1;21790000;21800000	1;234910000;234920000
C330	1;22030000;22040000	1;22290000;22300000
C331	1;22430000;22435000	1;22740000;22745000
C332	1;22430000;22440000	1;22740000;22750000
C333	1;22450000;22460000	1;22970000;22980000
C334	1;22455000;22460000	1;22740000;22745000
C335	1;22465000;22470000	1;22600000;22605000
C336	1;22745000;22750000	1;22970000;22975000
C337	1;22745000;22750000	1;22965000;22970000
C338	1;22750000;22760000	1;22950000;22960000
C339	1;22850000;22860000	1;22970000;22980000
C340	1;22990000;23000000	1;23510000;23520000
C341	1;22990000;22995000	1;23250000;23255000
C342	1;23000000;23010000	1;23250000;23260000
C343	1;23130000;23140000	1;201280000;201290000
C344	1;23270000;23280000	1;155860000;155870000
C345	1;23300000;23305000	1;23510000;23515000
C346	1;23300000;23310000	1;23860000;23870000
C347	1;23300000;23310000	1;23590000;23600000
C348	1;23300000;23310000	1;23420000;23430000
C349	1;23300000;23310000	1;23510000;23520000
C350	1;23390000;23400000	1;23640000;23650000
C351	1;23420000;23430000	1;23600000;23610000
C352	1;23420000;23425000	1;23510000;23515000
C353	1;23420000;23425000	1;23600000;23605000
C354	1;23425000;23430000	1;23510000;23515000
C355	1;23660000;23670000	1;23730000;23740000
C356	1;23810000;23820000	1;23860000;23870000
C357	1;23820000;23825000	1;23865000;23870000
C358	1;23820000;23825000	1;23960000;23965000
C359	1;23825000;23830000	1;23860000;23865000
C360	1;23870000;23875000	1;24075000;24080000
C361	1;23870000;23875000	1;23960000;23965000
C362	1;23880000;23885000	1;23920000;23925000
C363	1;23980000;23990000	1;60870000;60880000
C364	1;23990000;24000000	1;85610000;85620000
C365	1;24020000;24025000	1;24070000;24075000
C366	1;24095000;24100000	1;24240000;24245000
C367	1;24100000;24105000	1;24240000;24245000
C368	1;24100000;24110000	1;24240000;24250000
C369	1;24135000;24140000	1;24240000;24245000
C370	1;24135000;24140000	1;24190000;24195000
C371	1;24220000;24230000	1;178300000;178310000
C372	1;24300000;24305000	1;24350000;24355000
C373	1;24520000;24530000	1;24950000;24960000
C374	1;24520000;24530000	1;24720000;24730000
C375	1;24520000;24530000	1;173840000;173850000
C376	1;24525000;24530000	1;24960000;24965000
C377	1;24525000;24530000	1;24715000;24720000
C378	1;25000000;25010000	1;25530000;25540000
C379	1;25010000;25015000	1;25160000;25165000
C380	1;25015000;25020000	1;25155000;25160000
C381	1;25015000;25020000	1;25150000;25155000
C382	1;25070000;25080000	1;25140000;25150000
C383	1;25100000;25105000	1;25140000;25145000
C384	1;25120000;25130000	1;113440000;113450000
C385	1;25170000;25175000	1;25530000;25535000
C386	1;25170000;25175000	1;25355000;25360000
C387	1;25170000;25180000	1;25420000;25430000
C388	1;25170000;25180000	1;25530000;25540000
C389	1;25170000;25175000	1;25425000;25430000
C390	1;25250000;25260000	1;25360000;25370000
C391	1;25255000;25260000	1;25530000;25535000
C392	1;25295000;25300000	1;25355000;25360000
C393	1;25570000;25580000	1;26130000;26140000
C394	1;25575000;25580000	1;25665000;25670000
C395	1;25580000;25585000	1;25665000;25670000
C396	1;25580000;25585000	1;25670000;25675000
C397	1;25580000;25590000	1;26130000;26140000
C398	1;25610000;25615000	1;25730000;25735000
C399	1;25610000;25615000	1;25735000;25740000
C400	1;25610000;25615000	1;25845000;25850000
C401	1;25720000;25730000	1;25840000;25850000
C402	1;25725000;25730000	1;25845000;25850000
C403	1;25730000;25740000	1;26130000;26140000
C404	1;25840000;25850000	1;26130000;26140000
C405	1;25930000;25940000	1;26120000;26130000
C406	1;25935000;25940000	1;26125000;26130000
C407	1;25935000;25940000	1;26120000;26125000
C408	1;25945000;25950000	1;26020000;26025000
C409	1;25950000;25960000	1;26000000;26010000
C410	1;26020000;26030000	1;26120000;26130000
C411	1;26150000;26155000	1;26325000;26330000
C412	1;26220000;26225000	1;26320000;26325000
C413	1;26220000;26225000	1;26325000;26330000
C414	1;26350000;26360000	1;26470000;26480000
C415	1;26420000;26430000	1;26650000;26660000
C416	1;26430000;26440000	1;26740000;26750000
C417	1;26430000;26435000	1;26475000;26480000
C418	1;26430000;26435000	1;26470000;26475000
C419	1;26430000;26440000	1;26560000;26570000
C420	1;26495000;26500000	1;26560000;26565000
C421	1;26600000;26610000	1;26740000;26750000
C422	1;26600000;26605000	1;26645000;26650000
C423	1;26610000;26615000	1;26645000;26650000
C424	1;26920000;26930000	1;27200000;27210000
C425	1;26920000;26930000	1;27120000;27130000
C426	1;26920000;26925000	1;27205000;27210000
C427	1;26925000;26930000	1;27115000;27120000
C428	1;26930000;26935000	1;27115000;27120000
C429	1;26930000;26940000	1;27200000;27210000
C430	1;26930000;26935000	1;27205000;27210000
C431	1;26945000;26950000	1;27015000;27020000
C432	1;26950000;26960000	1;27000000;27010000
C433	1;27020000;27025000	1;27110000;27115000
C434	1;27120000;27125000	1;27205000;27210000
C435	1;27170000;27175000	1;27205000;27210000
C436	1;27290000;27300000	1;27400000;27410000
C437	1;27320000;27330000	1;27420000;27430000
C438	1;27370000;27375000	1;27610000;27615000
C439	1;27370000;27375000	1;27425000;27430000
C440	1;27370000;27375000	1;27415000;27420000
C441	1;27370000;27380000	1;27610000;27620000
C442	1;27370000;27375000	1;27420000;27425000
C443	1;27420000;27430000	1;27710000;27720000
C444	1;27425000;27430000	1;27710000;27715000
C445	1;27425000;27430000	1;27610000;27615000
C446	1;27430000;27440000	1;27610000;27620000
C447	1;27430000;27435000	1;27610000;27615000
C448	1;27525000;27530000	1;27610000;27615000
C449	1;27525000;27530000	1;27605000;27610000
C450	1;27620000;27630000	1;27930000;27940000
C451	1;27620000;27630000	1;27710000;27720000
C452	1;27625000;27630000	1;27715000;27720000
C453	1;27625000;27630000	1;27935000;27940000
C454	1;27710000;27720000	1;27930000;27940000
C455	1;27715000;27720000	1;27930000;27935000
C456	1;27720000;27730000	1;27990000;28000000
C457	1;27720000;27725000	1;27930000;27935000
C458	1;27725000;27730000	1;27990000;27995000
C459	1;27890000;27895000	1;27925000;27930000
C460	1;27935000;27940000	1;27985000;27990000
C461	1;27935000;27940000	1;27990000;27995000
C462	1;27995000;28000000	1;28045000;28050000
C463	1;27995000;28000000	1;28095000;28100000
C464	1;27995000;28000000	1;28050000;28055000
C465	1;28180000;28190000	1;28530000;28540000
C466	1;28185000;28190000	1;28300000;28305000
C467	1;28185000;28190000	1;28305000;28310000
C468	1;28410000;28420000	1;28530000;28540000
C469	1;28570000;28580000	1;28930000;28940000
C470	1;28580000;28590000	1;28830000;28840000
C471	1;28685000;28690000	1;28925000;28930000
C472	1;28690000;28700000	1;28900000;28910000
C473	1;28730000;28735000	1;28925000;28930000
C474	1;28840000;28850000	1;28920000;28930000
C475	1;28840000;28850000	1;29200000;29210000
C476	1;28840000;28845000	1;28925000;28930000
C477	1;28890000;28900000	1;53300000;53310000
C478	1;28970000;28980000	1;29200000;29210000
C479	1;28990000;29000000	1;29060000;29070000
C480	1;29100000;29110000	1;29530000;29540000
C481	1;29110000;29115000	1;29360000;29365000
C482	1;29110000;29115000	1;29200000;29205000
C483	1;29110000;29115000	1;29205000;29210000
C484	1;29110000;29115000	1;29530000;29535000
C485	1;29110000;29120000	1;29360000;29370000
C486	1;29200000;29210000	1;29520000;29530000
C487	1;29205000;29210000	1;29355000;29360000
C488	1;29205000;29210000	1;29520000;29525000
C489	1;29205000;29210000	1;29360000;29365000
C490	1;29205000;29210000	1;29525000;29530000
C491	1;29360000;29365000	1;29520000;29525000
C492	1;29360000;29370000	1;29510000;29520000
C493	1;29360000;29370000	1;29530000;29540000
C494	1;29560000;29570000	1;30310000;30320000
C495	1;29560000;29565000	1;30580000;30585000
C496	1;29560000;29565000	1;31180000;31185000
C497	1;29560000;29570000	1;31180000;31190000
C498	1;29565000;29570000	1;31180000;31185000
C499	1;29570000;29580000	1;30580000;30590000
C500	1;29720000;29730000	1;30870000;30880000
C501	1;29780000;29785000	1;30845000;30850000
C502	1;30260000;30270000	1;30580000;30590000
C503	1;30755000;30760000	1;31130000;31135000
C504	1;31190000;31195000	1;31385000;31390000
C505	1;31190000;31200000	1;31380000;31390000
C506	1;31190000;31195000	1;31380000;31385000
C507	1;31190000;31195000	1;31250000;31255000
C508	1;31200000;31205000	1;31250000;31255000
C509	1;31230000;31240000	1;32400000;32410000
C510	1;31255000;31260000	1;31385000;31390000
C511	1;31270000;31275000	1;31385000;31390000
C512	1;31275000;31280000	1;31380000;31385000
C513	1;31290000;31300000	1;31360000;31370000
C514	1;31650000;31660000	1;31780000;31790000
C515	1;31650000;31660000	1;32000000;32010000
C516	1;31650000;31660000	1;31890000;31900000
C517	1;31655000;31660000	1;31710000;31715000
C518	1;31655000;31660000	1;31805000;31810000
C519	1;31860000;31870000	1;32010000;32020000
C520	1;31910000;31915000	1;32000000;32005000
C521	1;32110000;32120000	1;32250000;32260000
C522	1;32120000;32130000	1;32430000;32440000
C523	1;32130000;32135000	1;32250000;32255000
C524	1;32130000;32135000	1;32170000;32175000
C525	1;32220000;32230000	1;32520000;32530000
C526	1;32280000;32285000	1;32425000;32430000
C527	1;32670000;32675000	1;32875000;32880000
C528	1;32860000;32870000	1;33110000;33120000
C529	1;32860000;32870000	1;33240000;33250000
C530	1;32860000;32870000	1;33250000;33260000
C531	1;32980000;32990000	1;33240000;33250000
C532	1;33180000;33190000	1;33550000;33560000
C533	1;33390000;33400000	1;33540000;33550000
C534	1;33395000;33400000	1;33520000;33525000
C535	1;33395000;33400000	1;33550000;33555000
C536	1;33400000;33410000	1;33520000;33530000
C537	1;33420000;33425000	1;33455000;33460000
C538	1;33470000;33480000	1;59090000;59100000
C539	1;33560000;33570000	1;33930000;33940000
C540	1;33570000;33580000	1;33920000;33930000
C541	1;33760000;33765000	1;33935000;33940000
C542	1;33760000;33770000	1;33830000;33840000
C543	1;33760000;33765000	1;33830000;33835000
C544	1;33760000;33770000	1;34080000;34090000
C545	1;33760000;33770000	1;33930000;33940000
C546	1;33830000;33840000	1;33930000;33940000
C547	1;33830000;33835000	1;33935000;33940000
C548	1;34090000;34100000	1;35210000;35220000
C549	1;34570000;34580000	1;35060000;35070000
C550	1;34920000;34930000	1;35200000;35210000
C551	1;34925000;34930000	1;35060000;35065000
C552	1;35250000;35255000	1;35315000;35320000
C553	1;35490000;35500000	1;35650000;35660000
C554	1;35660000;35670000	1;35760000;35770000
C555	1;35660000;35670000	1;35750000;35760000
C556	1;35660000;35670000	1;36020000;36030000
C557	1;35910000;35915000	1;36010000;36015000
C558	1;35910000;35920000	1;36180000;36190000
C559	1;35910000;35920000	1;36030000;36040000
C560	1;35920000;35925000	1;36025000;36030000
C561	1;36030000;36035000	1;36190000;36195000
C562	1;36030000;36040000	1;36230000;36240000
C563	1;36030000;36040000	1;36180000;36190000
C564	1;36030000;36040000	1;36240000;36250000
C565	1;36030000;36035000	1;36185000;36190000
C566	1;36030000;36035000	1;36240000;36245000
C567	1;36035000;36040000	1;36190000;36195000
C568	1;36060000;36070000	1;112260000;112270000
C569	1;36555000;36560000	1;36750000;36755000
C570	1;36560000;36570000	1;36880000;36890000
C571	1;36565000;36570000	1;36650000;36655000
C572	1;36565000;36570000	1;36885000;36890000
C573	1;36610000;36615000	1;36750000;36755000
C574	1;36610000;36620000	1;36740000;36750000
C575	1;36615000;36620000	1;36650000;36655000
C576	1;36615000;36620000	1;36750000;36755000
C577	1;36810000;36815000	1;36885000;36890000
C578	1;36810000;36820000	1;36880000;36890000
C579	1;37160000;37170000	1;37780000;37790000
C580	1;37840000;37850000	1;86630000;86640000
C581	1;37920000;37925000	1;38150000;38155000
C582	1;37920000;37925000	1;37955000;37960000
C583	1;37920000;37930000	1;38140000;38150000
C584	1;38050000;38060000	1;38320000;38330000
C585	1;38065000;38070000	1;38145000;38150000
C586	1;38070000;38075000	1;38140000;38145000
C587	1;38160000;38165000	1;38320000;38325000
C588	1;38275000;38280000	1;38325000;38330000
C589	1;38350000;38360000	1;38430000;38440000
C590	1;38350000;38360000	1;39290000;39300000
C591	1;38350000;38360000	1;38420000;38430000
C592	1;38355000;38360000	1;38430000;38435000
C593	1;38450000;38460000	1;83760000;83770000
C594	1;38480000;38490000	1;39280000;39290000
C595	1;38480000;38490000	1;39290000;39300000
C596	1;38485000;38490000	1;39295000;39300000
C597	1;38490000;38500000	1;39050000;39060000
C598	1;38490000;38495000	1;39295000;39300000
C599	1;39030000;39040000	1;117870000;117880000
C600	1;39070000;39080000	1;39280000;39290000
C601	1;39320000;39330000	1;39550000;39560000
C602	1;39320000;39330000	1;39450000;39460000
C603	1;39335000;39340000	1;39455000;39460000
C604	1;39560000;39570000	1;39650000;39660000
C605	1;39560000;39565000	1;39725000;39730000
C606	1;39560000;39570000	1;40000000;40010000
C607	1;39560000;39565000	1;39995000;40000000
C608	1;39560000;39570000	1;39870000;39880000
